Familia,Miembro,Nombre Completo,Fecha de nacimiento,Residencia,Nacionalidad,Cargos,Educación,Empleador,Área,Medios,Movimientos,Familiares
Familia Vicuña,Rosa Vicuña,Rosa Vicuña Lagarrigue,"1925 Santiago , Chile Chile",,Chilena,Escultora,,Pontificia Universidad Católica de Chile,Escultura,,,{}
Familia Vicuña,Francisco Undurraga Vicuña,,"4 de octubre de 1856 Santiago , Chile",,Chilena,Político,Colegio San Ignacio,,,,,{}
Familia Vicuña,Alberto Undurraga,,"17 de junio de 1969 (55 años) Santiago , Chile","Santiago , Chile",Chilena,Ingeniero comercial y político,Universidad Católica de Chile,,,Nueva Mayoría,,{}
Familia Vicuña,Sancho Sánchez de Vicuña,,Siglo XII Vicuña ( España ),,,Militar,,,,,,{}
Familia Vicuña,Benjamín Vicuña,Benjamín Vicuña Luco,29 de noviembre de 1978 (46 años) Santiago de Chile ( Chile ),Argentina,Chilena,Actor y empresario,Universidad de Chile,,,,,{}
Familia Vicuña,Carlos Morla Vicuña,Carlos María Vicuña Zaldívar,"1846 Santiago de Chile , Chile",,Chilena,Funcionario,,,,,,{'Patricio Lynch': '[1] /wiki/Patricio_Lynch'}
Familia Vicuña,Manuel Vicuña,,25 de abril de 1970 (54 años) [ 1 ] ​ Santiago,,Chilena,Historiador,Universidad Finis Terrae,,,,,{}
Familia Vicuña,Claudio Vicuña Guerrero,,31 de diciembre de 1833 Santiago de Chile ( Chile ),,Chilena,Político y diplomático,Instituto Nacional General José Miguel Carrera,,,,,{}
Familia Vicuña,José Joaquín Vicuña,,1786,,Chilena,Político,,,,,,{}
Familia Vicuña,Carmen Morla Lynch,,"1893 París , Francia",,chilena,Escritora,,,,,,{}
Familia Vicuña,Carlos Vicuña Fuentes,,3 de agosto de 1886 Rengo ( Chile ),,Chilena,"Escritor , abogado , político y profesor",Universidad de Chile Instituto Nacional,,,,,{}
Familia Vicuña,José Antonio Íñiguez,,"1848 Santiago , Chile",,Chilena,"Político , escritor , historiador",,,,,,{}
Familia Vicuña,Ximena Morla Lynch,,1891 París ( Francia ),,Chilena,Escritora y pintora,,,,,,{}
Familia Vicuña,Leonor Sánchez,,1869 Chile,Valparaíso,Chilena,Ama de casa,,,,,,{}
Familia Vicuña,Pedro Vicuña,,1956 Santiago de Chile ( Chile ),,Chilena,"Actor , poeta (desde 1974) y traductor (desde 1977)",,,,,,{}
Familia Vicuña,Francisco Rivas Vicuña,,"1 de mayo de 1880 Santiago , Chile",,Chilena,Abogado,,,,,,{}
Familia Vicuña,Pedro Rivas Vicuña,,,,,,,,,,,{}
Familia Vicuña,José Miguel Vicuña,José Miguel Vicuña Lagarrigue,"10 de enero de 1920 Santiago , Chile",,Chilena,"Escritor , bibliotecario y poeta",Universidad de Chile Instituto Nacional,,,,,{}
Familia Vicuña,Ramón Subercaseaux Vicuña,,"10 de abril de 1854 Valparaíso , Chile",Chacra del Llano Subercaseaux,Chilena,"Pintor , diplomático , político y escritor",Colegio San Ignacio Instituto Nacional Universidad de Chile,,,,,"{'Gabriel Valdés Subercaseaux': '[1] /wiki/Gabriel_Vald%C3%A9s_Subercaseaux', 'Maximiano Errázuriz Valdivieso': '[2] /wiki/Maximiano_Err%C3%A1zuriz_Valdivieso', 'Rafael Errázuriz Urmeneta': '[3] /wiki/Rafael_Err%C3%A1zuriz_Urmeneta', 'José Tomás Errázuriz Urmeneta': '[4] /wiki/Jos%C3%A9_Tom%C3%A1s_Err%C3%A1zuriz_Urmeneta'}"
Familia Vicuña,José Ignacio Palma,,"9 de marzo de 1910 Santiago , Chile",,Chilena,Ingeniero civil y político,Universidad de Chile,,,,,{}
Familia Vicuña,Eladio Vicuña Aránguiz,,,,,,,,,,,{}
Familia Vicuña,Manuel Vicuña Larraín,,,,,,,,,,,{}
Familia Vicuña,Luis Vicuña Cifuentes,,"17 de abril de 1873 La Serena , Chile",,Chilena,Abogado,Liceo Gregorio Cordovez,,,,,{}
Familia Vicuña,Cecilia Vicuña,Norma Cecilia Vicuña Ramírez,22 de julio de 1948 (76 años) Santiago de Chile ( Chile ),Nueva York y Santiago de Chile,Chilena,"Poetisa , artista escénica, directora de cine , pintora , profesora y escritora",,Escuela de Artes Visuales,,Academia Estadounidense de las Artes y las Letras (desde 2023),"Ecofeminismo , arte contemporáneo y feminismo",{}
Familia Vicuña,Vicuña (España),,,,,,,,,,,{}
Familia Vicuña,Aquiles Vergara,Aquiles Vergara Vicuña,"12 de junio de 1895 Viña del Mar , Chile",,Chilena - Boliviana,"Político , soldado e historiador",Escuela Militar del Libertador Bernardo O'Higgins Escuela de Estado Mayor,,,,,{'Benjamín Vicuña Mackenna': '[1] /wiki/Benjam%C3%ADn_Vicu%C3%B1a_Mackenna'}
Familia Vicuña,Nemesio Vicuña Mackenna,,1832,,Chilena,Político,,,,,,{}
Familia Vicuña,Ana María Vicuña,Ana María Teresa Gregoria Vicuña Navarro,9 de mayo de 1947 (77 años) Santiago de Chile ( Chile ),,Chilena,Profesora,,,,,,{}
Familia Vicuña,Enrique Vicuña Subercaseaux,,1874,,Chilena,Político,,,,,,{}
Familia Vicuña,Pedro Félix Vicuña,,"24 de mayo de 1805 Santiago de Chile , Capitanía General de Chile , Imperio Español",,Chilena,Periodista y político,,,,,,{}
Familia Vicuña,Laura Vicuña,Laura del Carmen Vicuña Pino,"5 de abril de 1891 Santiago , Chile",,Chilena,Estudiante,,,,,,{}
Familia Vicuña,Magdalena Vicuña Aguirre,,1817 Chile,,Chilena,Socialité y filántropa,,,,,,{}
Familia Vicuña,Juana Ringeling,Juana de los Ángeles Ringeling Vicuña,15 de mayo de 1986 (38 años) Zapallar ( Chile ),,Chilena,Actriz,,,,,,{}
Familia Videla,Ricardo Videla,,"24 de agosto de 1880 Mendoza , Argentina",,Argentina,"Ingeniero , historiador y político",,,,,,{}
Familia Videla,Gabriel González Videla,,22 de noviembre de 1898 La Serena ( Chile ),"Santiago , Chile",Chilena,Abogado y político,Universidad de Chile,Dirección General de Estadística,,Francmasonería,,{'Coco Legrand': '[1] /wiki/Coco_Legrand'}
Familia Videla,Luis Ernesto Videla,,"23 de septiembre de 1961 Curicó , Chile",,Chilena,Ingeniero comercial y empresario,Universidad Católica de Chile,,,,,{}
Familia Videla,Jacinto Videla,,"11 de septiembre de 1848 Justo Daract , Provincia de San Luis , Argentina",,Argentina,,,,,,,{}
Familia Videla,Nicolás Videla del Pino,,,,,,,,,,,{}
Familia Videla,Luis Videla,,"ca. 1790 San Luis , Virreinato del Río de la Plata",,Argentina,Militar,,,,,,{}
Familia Videla,Familia Videla,,,,,,,,,,,{}
Familia Videla,Eufrasio Videla,,"ca. 1805 San Luis , Argentina",,Argentina,Militar,,,,,,{}
Familia Videla,Mario Videla,,"17 de marzo de 1939 Salta , Argentina",,Argentina,"Organista , clavecinista y flautista",Universidad Nacional de La Plata,,"Organ performance, harpsichord performance y recorder performance",,,{}
Familia Videla,José Videla Castillo,,"1792 Mendoza , Intendencia de Cuyo , Virreinato del Río de la Plata , Imperio español",,Rioplatense,Militar y político,,,,,,{}
Familia Videla,Juan de Dios Videla,,"7 de marzo de 1815 Mendoza , Argentina",,Argentina,Militar,,,,,,{}
Familia Videla,Blas Videla,,"circa 1785 San Luis , Virreinato del Río de la Plata",,Argentina,Militar,,,,,,{}
Familia Videla,Jorge Rafael Videla,,"2 de agosto de 1925 Mercedes ( Buenos Aires , Argentina )",,Argentina,,Instituto del Hemisferio Occidental para la Cooperación en Seguridad Colegio Militar de la Nación (1942-1944) Escuela Superior de Guerra (1952-1954),,Infantería,Junta Militar,,{'Jacinto Videla': '[1] /wiki/Jacinto_Videla'}
Familia Vodanovic,Antonio Vodanovic Haklicka,,1916,,Chilena,Jurista y escritor,Universidad de Chile,Biblioteca del Congreso Nacional de Chile,,,,{}
Familia Vodanovic,Paulina Vodanovic,Paulina Eugenia Vodanovic Rojas,"20 de septiembre de 1971 (53 años) Santiago , Chile","Santiago , Chile",Chilena,Abogada y política,,Ministerio de Justicia de Chile Universidad Autónoma de Chile,,Colegio de Abogados de Chile,,"{'Antonio Vodanovic': '[1] /wiki/Antonio_Vodanovic', 'Tomás Vodanovic': '[2] /wiki/Tom%C3%A1s_Vodanovic', '[1]': '[3] #cite_note-1'}"
Familia Vodanovic,Sergio Vodanovic,Sergio Vodanovic Pistelli,"30 de agosto de 1926 Split ( Reino de los Serbios, Croatas y Eslovenos )",,Chilena,Periodista y dramaturgo,,,,,,{}
Familia Vodanovic,Antonio Vodanovic,Antonio Andrés Vodanovic Paolinelli,"2 de marzo de 1949 (76 años) Santiago , Chile",Santiago de Chile,Chilena,"Presentador de televisión , productor de televisión , personalidad de radio y periodista",Pontificia Universidad Católica de Chile Instituto de Humanidades Luis Campino,,,,,"{'Hernán Vodanovic': '[1] /wiki/Hern%C3%A1n_Vodanovic', 'Paulina Vodanovic': '[2] /wiki/Paulina_Vodanovic', '[1]': '[3] #cite_note-1'}"
Familia Vodanovic,Hernán Vodanovic,,"9 de febrero de 1946 Santiago , Chile Chile",,Chilena,Abogado y profesor,Universidad de Chile,,,,,"{'Antonio Vodanovic': '[1] /wiki/Antonio_Vodanovic', '[1]': '[2] #cite_note-1'}"
Familia Vodanovic,Tomás Vodanovic,Tomás Vodanovic Escudero,"15 de octubre de 1990 (34 años) Santiago , Chile",Ñuñoa [ 1 ] ​,Chilena,Sociólogo y político,Pontificia Universidad Católica de Chile,ONG Formando Chile,,,,"{'Paulina Vodanovic': '[1] /wiki/Paulina_Vodanovic', '[2]': '[2] #cite_note-2'}"
Familia Von Mühlenbrock,Hermann von Mühlenbrock,,20 de marzo de 1947 (78 años),Santiago Chile,Chileno,"Ingeniero comercial , empresario , dirigente gremial y consultor",Universidad de Chile,,,,,{}
Familia Von Mühlenbrock,Gastón von Mühlenbrock,,26 de diciembre de 1954 (70 años),"La Unión , Chile",Chilena,"Ingeniero comercial , procurador de Derecho y político","Universidad de Chile , Universidad Santo Tomás , Universidad del Desarrollo .",,,,,{'Hermann von Mühlenbrock': '[1] /wiki/Hermann_von_M%C3%BChlenbrock'}
Familia Walker (Chile),Ignacio Walker,,"7 de enero de 1956 (69 años) Santiago , Chile","Santiago , Chile",Chilena,"Abogado , investigador , académico , y político",Universidad de Chile,Vicaría de la Solidaridad Universidad Católica de Valparaíso Universidad Católica de Chile Universidad de Chile Universidad Andrés Bello,,,,"{'Antonio': '[1] /wiki/Antonio_Walker', 'Matías': '[2] /wiki/Mat%C3%ADas_Walker', 'Patricio Walker': '[3] /wiki/Patricio_Walker', 'Horacio Walker': '[4] /wiki/Horacio_Walker', 'Joaquín Walker Martínez': '[5] /wiki/Joaqu%C3%ADn_Walker_Mart%C3%ADnez', 'Familia Piñera': '[6] /wiki/Familia_Pi%C3%B1era'}"
Familia Walker (Chile),Matías Walker,,"19 de julio de 1973 (51 años) Santiago , Chile","Santiago , Chile",Chilena,Abogado y político,Universidad Diego Portales,,,Colegio de Abogados de Chile,,"{'Ignacio': '[1] /wiki/Ignacio_Walker', 'Patricio': '[2] /wiki/Patricio_Walker', 'Antonio Walker': '[3] /wiki/Antonio_Walker', 'Horacio Walker': '[4] /wiki/Horacio_Walker', 'Joaquín Walker Martínez': '[5] /wiki/Joaqu%C3%ADn_Walker_Mart%C3%ADnez'}"
Familia Walker (Chile),Manuel Antonio Garretón Walker,,25 de octubre de 1909 Santiago de Chile ( Chile ),,Chilena,Profesor y político,Universidad de Chile,,,,,{}
Familia Walker (Chile),Joaquín Walker Martínez,,"16 de agosto de 1853 Copiapó , Chile",,Chilena,"Abogado , diplomático , periodista , y político",Universidad de Chile,,,,,{'Carlos Walker Martínez': '[1] /wiki/Carlos_Walker_Mart%C3%ADnez'}
Familia Walker (Chile),Andrés Walker Valdés,,30 de enero de 1894 Santiago de Chile ( Chile ),,Chilena,"Minero , periodista y político",,,,,,{}
Familia Walker (Chile),Francisca Walker,Francisca Walker Galdames,"24 de julio de 1987 (37 años) Oakland , California , Estados Unidos","Santiago , Chile",Chilena,Actriz,,,,,,{}
Familia Walker (Chile),Patricio Walker,,"28 de abril de 1969 (55 años) Santiago , Chile","Coquimbo , Chile",Chilena,Abogado y político,Universidad Diego Portales,Universidad de Las Américas Universidad de Georgetown Ministerio de Vivienda y Urbanismo de Chile,,,,"{'Matías': '[1] /wiki/Mat%C3%ADas_Walker', 'Antonio': '[2] /wiki/Antonio_Walker', 'Ignacio Walker': '[3] /wiki/Ignacio_Walker', 'Horacio Walker': '[4] /wiki/Horacio_Walker', 'Joaquín Walker Martínez': '[5] /wiki/Joaqu%C3%ADn_Walker_Mart%C3%ADnez'}"
Familia Walker (Chile),Benjamín Walker,,3 de enero de 1992 (33 años) Santiago de Chile ( Chile ),,Chilena,"Cantante , cantautor , guitarrista y actor",Universidad de Chile Saint George's College,,,,,{}
Familia Walker (Chile),Antonio Walker,,1961,"Santiago , Chile",Chilena,Técnico agrícola y político,Inacap,,,,,"{'Matías': '[1] /wiki/Mat%C3%ADas_Walker', 'Patricio': '[2] /wiki/Patricio_Walker', 'Ignacio Walker': '[3] /wiki/Ignacio_Walker', 'Horacio Walker': '[4] /wiki/Horacio_Walker', 'Joaquín Walker Martínez': '[5] /wiki/Joaqu%C3%ADn_Walker_Mart%C3%ADnez'}"
Familia Walker (Chile),Ignacio Pérez Walker,,"4 de agosto de 1948 (76 años) Recoleta , Chile","Santiago , Chile",Chilena,Abogado y político,Pontificia Universidad Católica de Chile,Universidad de Chile,,,,"{'Joaquín Walker Martínez': '[1] /wiki/Joaqu%C3%ADn_Walker_Mart%C3%ADnez', 'Horacio Walker': '[2] /wiki/Horacio_Walker'}"
Familia Walker (Chile),Carlos Walker Martínez,,"febrero de 1842 Vallenar , Chile",,Chilena,"Político , escritor y abogado",Universidad de Chile,,,,,{}
Familia Walker (Chile),Horacio Walker,,"12 de julio de 1887 Santiago , Chile",,Chilena,Abogado y político,Universidad George Washington Universidad Católica de Chile,Corte de Apelaciones de Santiago,,Colegio de Abogados de Chile Club de La Unión,,"{'Ignacio Walker': '[1] /wiki/Ignacio_Walker', 'Patricio Walker': '[2] /wiki/Patricio_Walker', 'Matías Walker': '[3] /wiki/Mat%C3%ADas_Walker', 'Antonio Walker': '[4] /wiki/Antonio_Walker', 'Ignacio Pérez Walker': '[5] /wiki/Ignacio_P%C3%A9rez_Walker', 'Clemente Pérez': '[6] /wiki/Clemente_P%C3%A9rez', 'Patricio Larraín Alcalde': '[7] /wiki/Patricio_Larra%C3%ADn_Alcalde'}"
Familia Walker (Chile),Juan Walker Martínez,,25 de septiembre de 1847 Vallenar ( Chile ),,Chilena,Político y comerciante,,,,,,{}
Familia Yarur,Machasa,,,,,,,,,,,{}
Familia Yarur,Juan Yarur Lolas,Juan Yarur Lolas (En árabe خوان جارور لَولَص),"8 de enero de 1894 Belén , Mutasarrifato de Jerusalén , Imperio otomano",,,Empresario,,,,,,{}
Familia Yarur,Jorge Yarur Banna,,"24 de diciembre de 1918 Arequipa , Perú",,"Peruana , Chilena",Abogado y empresario,Universidad de Chile,,,,,"{'Carlos Yarur': '[1] /w/index.php?title=Carlos_Yarur&action=edit&redlink=1', 'Amador Yarur': '[2] /w/index.php?title=Amador_Yarur&action=edit&redlink=1'}"
Familia Yarur,Luis Enrique Yarur,Luis Enrique Yarur Rey,"18 de diciembre de 1950 (74 años) Santiago , Chile","Santiago , Chile",Chilena,Abogado y empresario,Universidad de Navarra,,,,,{}
Familia Yarur,Daniel Yarur,,22 de diciembre de 1955 (69 años),"Santiago , Chile",Chilena,"Ingeniero , economista , contador auditor , académico y empresario",Universidad de Chile,,,,,{}
Familia Zaldívar,Carlos Morla Vicuña,Carlos María Vicuña Zaldívar,"1846 Santiago de Chile , Chile",,Chilena,Funcionario,,,,,,{'Patricio Lynch': '[1] /wiki/Patricio_Lynch'}
Familia Zaldívar,Miodrag Marinović,,"7 de enero de 1967 (58 años) Punta Arenas , Chile",,Chilena,"Ingeniero comercial , empresario y político",Universidad Técnica Federico Santa María,Banco O'Higgins Banco Osorno,,,,{}
Familia Zaldívar,Patricio Lynch,Patricio Javier de los Dolores Lynch Solo de Zaldívar,"1 de diciembre de 1824 Santiago de Chile , Chile","Santiago , Chile",Chilena,"Marino , militar y diplomático",Academia Militar de Chile,,,Francmasonería,,{'Carlos Morla Vicuña': '[1] /wiki/Carlos_Morla_Vicu%C3%B1a'}
Familia Zaldívar,Zaldívar,,,,,,,,,,,{}
Familia Zaldívar,Adolfo Zaldívar,,13 de septiembre de 1943 Chile,,Chilena,Abogado y político,Universidad Católica de Chile,Universidad de Chile,,Concertación de Partidos por la Democracia (1989-2007),,"{'Alberto': '[1] /wiki/Alberto_Zald%C3%ADvar', 'Andrés Zaldívar': '[2] /wiki/Andr%C3%A9s_Zald%C3%ADvar', 'Carolina Schmidt': '[3] /wiki/Carolina_Schmidt'}"
Familia Zaldívar,Andrés Zaldívar,,"18 de marzo de 1936 (89 años) Santiago , Chile","Santiago , Chile",Chilena,Abogado y político,Universidad de Chile,Banco Interamericano de Desarrollo,,Concertación de Partidos por la Democracia (1988-2013) Nueva Mayoría (2013-2018),,"{'Familia Larraín': '[1] /wiki/Familia_Larra%C3%ADn', 'Alberto': '[2] /wiki/Alberto_Zald%C3%ADvar', 'Adolfo Zaldívar': '[3] /wiki/Adolfo_Zald%C3%ADvar', 'María José Zaldívar': '[4] /wiki/Mar%C3%ADa_Jos%C3%A9_Zald%C3%ADvar', 'Carolina Schmidt': '[5] /wiki/Carolina_Schmidt'}"
Familia Zaldívar,Fulgencio Batista,Fulgencio Batista Zaldívar,"16 de enero de 1901 Banes , Holguín , Cuba",,Cubana,Militar,,,,,,{}
Familia Zaldívar,Carolina Schmidt,,"9 de septiembre de 1967 (57 años) Santiago , Chile","Santiago , Chile",Chilena,"Ingeniera comercial , empresaria y política",,,,Chile Vamos,,"{'Teodoro Schmidt Weichsel': '[1] /wiki/Teodoro_Schmidt_Weichsel', 'Alberto': '[2] /wiki/Alberto_Zald%C3%ADvar', 'Andrés': '[3] /wiki/Andr%C3%A9s_Zald%C3%ADvar', 'Adolfo Zaldívar Larraín': '[4] /wiki/Adolfo_Zald%C3%ADvar'}"
Familia Zaldívar,María José Zaldívar,,"16 de septiembre de 1975 (49 años) Santiago , Chile","Vitacura , Chile",Chilena,Abogada y política,,,,,,"{'Alberto': '[1] /wiki/Alberto_Zald%C3%ADvar', 'Andrés Zaldívar': '[2] /wiki/Andr%C3%A9s_Zald%C3%ADvar'}"
Familia Zaldívar,Alberto Zaldívar,,"19 de agosto de 1929 Santiago , Chile","Santiago , Chile",Chilena,"Abogado , consultor y político",Universidad Católica de Chile,,,,,"{'Adolfo': '[1] /wiki/Adolfo_Zald%C3%ADvar', 'Andrés Zaldívar': '[2] /wiki/Andr%C3%A9s_Zald%C3%ADvar', 'María José Zaldívar': '[3] /wiki/Mar%C3%ADa_Jos%C3%A9_Zald%C3%ADvar', 'Carolina Schmidt': '[4] /wiki/Carolina_Schmidt'}"
Familia Zaldívar,Luis Solo de Zaldívar Alemparte,,"1844 Los Ángeles , Chile",,Chilena,Militar,Escuela Militar,,,,,{}
Familia Zañartu,Pedro del Río Zañartu,,1 de agosto de 1840 Concepción ( Chile ),,Chilena,,,,,,,{}
Familia Zañartu,Aníbal Zañartu,,"12 de abril de 1847 Concepción , Chile","Concepción y Tomé , Chile",Chilena,Abogado y político,Universidad de Chile,,,Club de la Reforma,,{'Enrique Zañartu Prieto': '[1] /wiki/Enrique_Za%C3%B1artu_Prieto'}
Familia Zañartu,Benjamín Subercaseaux,Benjamín Subercaseaux Zañartu,"20 de noviembre de 1902 Santiago , Chile",,Chilena,"Psicólogo , escritor , diplomático y periodista",Instituto Nacional (1912-1914) Colegio de los Sagrados Corazones de Santiago (1915-1918) Universidad de Chile ( Medicina ; 1919-1920) Sorbonne Universidad de París ( Ph.D. en Psicología ),,Psicología y literatura,,,{}
Familia Zañartu,Rafael Valentín Valdivieso,,,,,,,,,,,{}
Familia Zañartu,Enrique Zañartu,,25 de diciembre de 1881 Santiago de Chile ( Chile ),,Chilena,Abogado y político,Universidad de Chile Instituto Nacional Liceo de Aplicación,,,,,{'Aníbal Zañartu Zañartu': '[1] /wiki/An%C3%ADbal_Za%C3%B1artu_Za%C3%B1artu'}
Familia Zañartu,Pablo Pérez Zañartu,,"30 de abril de 1915 Santiago , Chile",,Chilena,"Profesor , ingeniero civil y empresario",Universidad de Chile,,,,,{}
Familia Zañartu,Nemesio Antúnez,Luis Nemesio Antúnez Zañartu,4 de mayo de 1918 Santiago,,Chilena,,Colegio de los Sagrados Corazones de Santiago,,"Pintura , grabado",Academia Nacional de Bellas Artes,,{}
Familia Zañartu,Aeródromo Guardiamarina Zañartu,,,,,,,,,,,{}
Familia Zañartu,Delfina de la Cruz,Delfina de la Cruz Zañartu,"24 de febrero de 1837 Concepción , Chile",,Chilena,"Primera dama , pianista y compositora",,,,,,{}
Familia Zañartu,Manuel Zañartu Zañartu,,1840 Concepción ( Chile ),,Chilena,Abogado,Universidad de Chile,,,,,{}
Familia Zañartu,Sady Zañartu,Sady Zañartu Bustos,"6 de mayo de 1893 Taltal , Chile",,Chilena,Escritor,Internado Nacional Barros Arana Instituto Nacional Liceo de Aplicación,,,,,{}
Familia Zañartu,Héctor Zañartu Prieto,,12 de septiembre de 1880,,Chilena,Agricultor,Colegio de los Sagrados Corazones,,,,,{}
